Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,country_code,latitude,longitude
Indonesia,Kedungwuni,83,1,2,0,46,0,1,0,83,1,ID,-0.789275,113.921327
Israel,Kefar Yona,93,1,1,0,44,0,7,0,93,1,IL,31.046051,34.851612
Canada,Kenora,54,1,1,0,34,0,0,0,54,1,CA,56.130366,-106.346771
Canada,Kentville,57,1,1,0,50,0,0,0,57,1,CA,56.130366,-106.346771
Netherlands,Kerkrade,35,0,1,0,22,0,3,0,35,0,NL,52.132633,5.291266
Pakistan,Jacobabad,168,3,1,0,67,1,1,0,168,3,PK,30.375321,69.345116
India,Jalalpore,148,2,0,0,24,0,0,0,148,2,IN,20.593684,78.96288
India,Jhinjhak,277,4,1,0,47,0,1,0,277,4,IN,20.593684,78.96288
India,Jhinjhana,398,5,4,0,90,1,9,0,361,5,IN,20.593684,78.96288
Somalia,Jilib,28,0,0,0,20,0,0,0,28,0,SO,5.152149,46.199616
South Sudan,Juba,51,1,1,0,22,0,0,0,51,1,SSM,6.877,31.307
Germany,Juterbog,30,0,0,0,30,0,1,0,30,0,DE,51.165691,10.451526
Senegal,Kaffrine,151,3,1,0,26,0,2,0,151,3,SN,14.497401,-14.452362
Greece,Kalimnos,47,0,1,0,47,0,0,0,19,0,GR,39.074208,21.824312
Republic of North Macedonia,Kamenjane,60,1,1,0,43,0,0,0,60,1,RNM,41.6086,21.7453
Japan,Kamo,41,0,1,0,41,0,0,0,30,0,JP,36.204824,138.252924
Germany,Abensberg,54,1,1,0,38,0,3,0,54,1,DE,51.165691,10.451526
Côte d'Ivoire,Aboisso,55,1,2,0,23,0,1,0,55,1,CI,7.539989,-5.54708
France,Acheres,67,1,1,0,22,0,5,0,67,1,FR,46.227638,2.213749
Ethiopia,Addis Zemen,93,1,1,0,27,0,0,0,93,1,ET,9.145,40.489673
Australia,Adelaide,44,0,0,0,24,0,1,0,44,0,AU,-25.274398,133.775136
Romania,Adjud,36,0,1,0,36,0,0,0,16,0,RO,45.943161,24.96676
Chad,Adre,34,0,2,0,19,0,1,0,34,0,TD,15.454166,18.732207
Italy,Agropoli,48,0,1,0,48,0,0,0,48,0,IT,41.87194,12.56738
Azerbaijan,Agstafa,35,0,1,0,35,0,0,0,18,0,AZ,40.143105,47.576927
India,Ahwa,146,2,0,0,24,0,0,0,146,2,IN,20.593684,78.96288
Uzbekistan,Aktash,93,1,1,0,45,0,0,0,93,1,UZ,41.377491,64.585262
Italy,Albenga,74,1,1,0,45,0,1,0,74,1,IT,41.87194,12.56738
United States of America,Albertville,69,1,2,0,35,0,4,0,69,1,USA,37.0902,-95.7129
Mexico,Aldama,94,1,1,0,18,0,1,0,94,1,MX,23.634501,-102.552784
Russian Federation,Aleksandrovsk Sakhalinskiy,43,0,1,0,24,0,0,0,43,0,RF,61.524,105.3188
Ecuador,Alfredo Baquerizo Moreno,54,1,1,0,12,0,6,0,54,1,EC,-1.831239,-78.183406
Canada,Ingersoll,34,0,1,0,31,0,3,0,34,0,CA,56.130366,-106.346771
Brazil,Ipora,46,0,1,0,12,0,1,0,46,0,BR,-14.235004,-51.92528
United Kingdom of Great Britain and Northern Ireland,Ipswich,31,0,0,0,31,0,2,0,12,0,UKI,55.3781,-3.436
Brazil,Itaberai,36,0,1,0,11,0,1,0,36,0,BR,-14.235004,-51.92528
Japan,Iwanuma,43,0,1,0,41,0,1,0,43,0,JP,36.204824,138.252924
India,Jalor,198,3,1,0,34,0,0,0,198,3,IN,20.593684,78.96288
Poland,Jaworzno,85,1,1,0,41,0,2,0,85,1,PL,51.919438,19.145136
India,Jhansi,218,4,1,0,48,0,0,0,218,4,IN,20.593684,78.96288
Guatemala,Jocotenango,126,2,3,0,2,0,11,0,126,2,GT,15.783471,-90.230759
Brazil,Joinville,105,2,4,0,3,0,8,0,105,2,BR,-14.235004,-51.92528
Spain,Jumilla,32,0,1,0,32,0,0,0,20,0,ES,40.463667,-3.74922
Uganda,Kaberamaido,68,1,2,0,21,0,0,0,68,1,UG,1.373333,32.290275
India,Kadur,30,0,0,0,21,0,0,0,30,0,IN,20.593684,78.96288
United Republic of Tanzania,Kahama,15,0,1,0,15,0,0,0,15,0,URM,-6.369028,34.888822
Thailand,Kalasin,43,0,1,0,28,0,0,0,43,0,TH,15.870032,100.992541
Bangladesh,Kalia,158,3,4,0,93,1,2,0,158,3,BD,23.684994,90.356331
India,Kalpi,202,4,2,0,94,1,0,0,202,4,IN,20.593684,78.96288
Ukraine,Kalush,54,1,1,0,31,0,2,0,54,1,UA,48.379433,31.16558
Republic of North Macedonia,Gostivar,52,1,1,0,41,0,0,0,52,1,RNM,41.6086,21.7453
Brazil,Gravatai,64,1,1,0,13,0,4,0,64,1,BR,-14.235004,-51.92528
United States of America,Greenfield,50,0,1,0,29,0,9,0,50,0,USA,37.0902,-95.7129
Brazil,Guararema,159,3,6,0,1,0,16,0,159,3,BR,-14.235004,-51.92528
United States of America,Guttenberg,116,2,3,0,11,0,31,0,116,2,USA,37.0902,-95.7129
Zimbabwe,Gwanda,53,1,2,0,16,0,1,0,53,1,ZW,-19.015438,29.154857
Japan,Hagi,38,0,1,0,38,0,0,0,18,0,JP,36.204824,138.252924
China,Hailin,62,1,1,0,42,0,0,0,62,1,CN,35.86166,104.195397
Japan,Hakui,56,1,1,0,56,1,1,0,30,0,JP,36.204824,138.252924
India,Haldwani,139,2,2,0,124,2,0,0,139,2,IN,20.593684,78.96288
India,Hamirpur,195,3,2,0,104,2,1,0,195,3,IN,20.593684,78.96288
United States of America,Hawaiian Gardens,97,1,3,0,6,0,34,0,97,1,USA,37.0902,-95.7129
United States of America,Henderson,52,1,1,0,35,0,6,0,52,1,USA,37.0902,-95.7129
Belgium,Herk De Stad,48,0,1,0,29,0,3,0,48,0,BE,50.503887,4.469936
Uruguay,Fray Bentos,38,0,1,0,14,0,1,0,38,0,UY,-32.522779,-55.765835
Germany,Freising,51,1,1,0,43,0,2,0,51,1,DE,51.165691,10.451526
Russian Federation,Fryanovo,81,1,2,0,11,0,26,0,81,1,RF,61.524,105.3188
Nigeria,Funtua,65,1,2,0,22,0,1,0,65,1,NG,9.081999,8.675277
China,Fuyang,149,2,3,0,149,2,3,0,132,2,CN,35.86166,104.195397
Sri Lanka,Galle,41,0,0,0,21,0,0,0,41,0,LK,7.873054,80.771797
Sri Lanka,Gampola,54,1,0,0,18,0,1,0,54,1,LK,7.873054,80.771797
Afghanistan,Gardez,82,1,0,0,40,0,0,0,82,1,AF,33.93911,67.709953
Nigeria,Gashua,94,1,2,0,35,0,1,0,94,1,NG,9.081999,8.675277
India,Gaurela,178,3,1,0,52,1,0,0,178,3,IN,20.593684,78.96288
Italy,Gavardo,58,1,2,0,27,0,6,0,58,1,IT,41.87194,12.56738
India,Ghatampur,204,4,2,0,121,2,1,0,204,4,IN,20.593684,78.96288
Germany,Gifhorn,35,0,0,0,35,0,1,0,28,0,DE,51.165691,10.451526
Germany,Gilching,48,0,1,0,42,0,2,0,48,0,DE,51.165691,10.451526
Eritrea,Ginda,94,1,1,0,33,0,0,0,94,1,ER,15.179384,39.782334
United States of America,Holladay,48,0,1,0,15,0,11,0,48,0,USA,37.0902,-95.7129
United States of America,Hope Mills,55,1,2,0,35,0,5,0,55,1,USA,37.0902,-95.7129
United States of America,Hopkinsville,66,1,2,0,43,0,6,0,66,1,USA,37.0902,-95.7129
Belarus,Horki,32,0,1,0,32,0,0,0,12,0,BY,53.709807,27.953389
China,Hsilo,61,1,2,0,56,1,7,0,61,1,CN,35.86166,104.195397
Brazil,Iacu,12,0,0,0,12,0,0,0,10,0,BR,-14.235004,-51.92528
Russian Federation,Iglino,41,0,1,0,31,0,2,0,41,0,RF,61.524,105.3188
Sri Lanka,Colombo,56,1,0,0,27,0,0,0,56,1,LK,7.873054,80.771797
Indonesia,Comal,102,2,2,0,55,1,1,0,102,2,ID,-0.789275,113.921327
United States of America,Compton,117,2,4,0,8,0,35,0,117,2,USA,37.0902,-95.7129
Brazil,Correia Pinto,18,0,0,0,18,0,0,0,14,0,BR,-14.235004,-51.92528
United Kingdom of Great Britain and Northern Ireland,Coventry,30,0,0,0,30,0,1,0,25,0,UKI,55.3781,-3.436
United States of America,Cranston,71,1,1,0,44,0,5,0,71,1,USA,37.0902,-95.7129
Brazil,Cuiaba,59,1,1,0,7,0,0,0,59,1,BR,-14.235004,-51.92528
France,Cusset,39,0,1,0,29,0,1,0,39,0,FR,46.227638,2.213749
China,Daan,163,3,8,0,39,0,26,0,163,3,CN,35.86166,104.195397
Germany,Gladenbach,32,0,1,0,32,0,3,0,32,0,DE,51.165691,10.451526
Canada,Goderich,25,0,1,0,23,0,0,0,25,0,CA,56.130366,-106.346771
Indonesia,Gondanglegi,50,0,1,0,29,0,0,0,50,0,ID,-0.789275,113.921327
India,Gorakhpur,296,4,3,0,161,3,1,0,296,4,IN,20.593684,78.96288
Russian Federation,Gorokhovets,30,0,1,0,30,0,0,0,12,0,RF,61.524,105.3188
Germany,Goslar,38,0,1,0,38,0,1,0,25,0,DE,51.165691,10.451526
United States of America,Grand Terrace,79,1,2,0,9,0,20,0,79,1,USA,37.0902,-95.7129
United Kingdom of Great Britain and Northern Ireland,Grantham,29,0,0,0,29,0,1,0,28,0,UKI,55.3781,-3.436
Brazil,Guanambi,13,0,0,0,11,0,0,0,13,0,BR,-14.235004,-51.92528
China,Guangyuan,158,3,4,0,157,3,1,0,158,3,CN,35.86166,104.195397
Venezuela (Bolivarian Republic of),Guatire,51,1,1,0,19,0,3,0,51,1,VBL,6.4238,-66.5897
France,Franconville,50,0,1,0,19,0,5,0,50,0,FR,46.227638,2.213749
United States of America,Franklin Lakes,52,1,1,0,44,0,4,0,52,1,USA,37.0902,-95.7129
Switzerland,Frauenfeld,41,0,1,0,27,0,2,0,41,0,CH,46.818188,8.227512
United States of America,Fredonia,35,0,1,0,32,0,4,0,35,0,USA,37.0902,-95.7129
Germany,Freiburg,32,0,1,0,30,0,1,0,32,0,DE,51.165691,10.451526
Mexico,Frontera,106,2,3,0,20,0,4,0,106,2,MX,23.634501,-102.552784
China,Fuling,151,3,6,0,110,2,5,0,151,3,CN,35.86166,104.195397
Portugal,Funchal,35,0,0,0,35,0,0,0,17,0,PT,39.399872,-8.224454
Lithuania,Garliava,46,0,1,0,33,0,0,0,46,0,LT,55.169438,23.881275
Indonesia,Garut,69,1,1,0,33,0,1,0,69,1,ID,-0.789275,113.921327
Turkey,Genc,81,1,1,0,44,0,0,0,81,1,TR,38.963745,35.243322
Italy,Giaveno,39,0,1,0,30,0,1,0,39,0,IT,41.87194,12.56738
France,Gif Sur Yvette,46,0,1,0,20,0,4,0,46,0,FR,46.227638,2.213749
China,Erhlin,134,2,3,0,134,2,11,0,121,2,CN,35.86166,104.195397
Germany,Erkrath,33,0,1,0,33,0,2,0,30,0,DE,51.165691,10.451526
United States of America,Escanaba,32,0,1,0,32,0,1,0,29,0,USA,37.0902,-95.7129
Iran (Islamic Republic of),Esfarayen,95,1,1,0,40,0,0,0,95,1,IIM,32.4279,53.688
Belgium,Esneux,43,0,1,0,26,0,4,0,43,0,BE,50.503887,4.469936
United States of America,Evans,70,1,2,0,8,0,13,0,70,1,USA,37.0902,-95.7129
United States of America,Evansville,63,1,2,0,28,0,14,0,63,1,USA,37.0902,-95.7129
United States of America,Fair Lawn,56,1,1,0,43,0,5,0,56,1,USA,37.0902,-95.7129
United States of America,Fairland,54,1,1,0,43,0,5,0,54,1,USA,37.0902,-95.7129
Portugal,Fatima,35,0,0,0,27,0,1,0,35,0,PT,39.399872,-8.224454
Belgium,Florennes,41,0,1,0,23,0,4,0,41,0,BE,50.503887,4.469936
Guatemala,Flores Costa Cuca,100,2,3,0,13,0,11,0,100,2,GT,15.783471,-90.230759
Cambodia,Kampong Chhnang,21,0,0,0,16,0,0,0,21,0,KH,12.565679,104.990963
Russian Federation,Kamyshlov,32,0,1,0,32,0,0,0,23,0,RF,61.524,105.3188
Finland,Kankaanpaa,35,0,1,0,35,0,0,0,14,0,FI,61.92411,25.748151
India,Kannangad,77,1,1,0,25,0,0,0,77,1,IN,20.593684,78.96288
Russian Federation,Karabudakhkent,69,1,1,0,42,0,0,0,69,1,RF,61.524,105.3188
Indonesia,Karangasem,44,0,1,0,26,0,0,0,44,0,ID,-0.789275,113.921327
Indonesia,Karawang,124,2,3,0,124,2,1,0,91,1,ID,-0.789275,113.921327
Czechia,Karlovy Vary,68,1,1,0,33,0,4,0,68,1,CZH,49.8175,15.4724
Turkey,Kars,40,0,0,0,40,0,0,0,31,0,TR,38.963745,35.243322
Greece,Kavala,84,1,1,0,40,0,0,0,84,1,GR,39.074208,21.824312
Bulgaria,Kavarna,44,0,1,0,44,0,0,0,41,0,BG,42.733883,25.48583
Russian Federation,Kazanskaya,36,0,1,0,36,0,0,0,17,0,RF,61.524,105.3188
Kyrgyzstan,Kemin,78,1,0,0,43,0,0,0,78,1,KG,41.20438,74.766098
Finland,Kempele,31,0,1,0,31,0,1,0,11,0,FI,61.92411,25.748151
Slovakia,Kezmarok,60,1,1,0,40,0,0,0,60,1,SK,48.669026,19.699024
Ireland,Drogheda,58,1,1,0,24,0,4,0,58,1,IE,53.41291,-8.24389
Russian Federation,Dubovka,38,0,1,0,38,0,0,0,9,0,RF,61.524,105.3188
South Africa,Durban,90,1,3,0,25,0,4,0,90,1,ZA,-30.559482,22.937506
Turkey,Duzce,54,1,1,0,40,0,0,0,54,1,TR,38.963745,35.243322
Italy,Eboli,45,0,1,0,45,0,1,0,42,0,IT,41.87194,12.56738
France,Echirolles,40,0,3,0,1,0,25,0,40,0,FR,46.227638,2.213749
Nigeria,Eha Amufu,96,1,3,0,20,0,3,0,96,1,NG,9.081999,8.675277
Colombia,El Copey,69,1,2,0,8,0,4,0,69,1,CO,4.570868,-74.297333
Brazil,Elesbao Veloso,34,0,1,0,9,0,1,0,34,0,BR,-14.235004,-51.92528
Malaysia,Kuala Krai,64,1,1,0,27,0,0,0,64,1,MY,4.210484,101.975766
Malaysia,Kulai,151,3,1,0,61,1,3,0,151,3,MY,4.210484,101.975766
Pakistan,Kundian,174,3,3,0,139,2,0,0,174,3,PK,30.375321,69.345116
Australia,Kurri Kurri,52,1,1,0,2,0,16,0,52,1,AU,-25.274398,133.775136
Japan,Kurume,33,0,1,0,33,0,1,0,14,0,JP,36.204824,138.252924
Dominican Republic,La Romana,125,2,1,0,18,0,2,0,125,2,DO,18.735693,-70.162651
Bangladesh,Khulna,53,1,1,0,29,0,1,0,53,1,BD,23.684994,90.356331
United Kingdom of Great Britain and Northern Ireland,Kingswood,32,0,1,0,23,0,6,0,32,0,UKI,55.3781,-3.436
India,Kishanganj,62,1,2,0,42,0,1,0,62,1,IN,20.593684,78.96288
Denmark,Kolding,38,0,1,0,38,0,1,0,38,0,DK,56.26392,9.501785
Bulgaria,Kostinbrod,83,1,1,0,46,0,1,0,83,1,BG,42.733883,25.48583
Russian Federation,Kovrov,52,1,1,0,28,0,4,0,52,1,RF,61.524,105.3188
Romania,Falticeni,71,1,1,0,38,0,1,0,71,1,RO,45.943161,24.96676
Italy,Favara,52,1,1,0,34,0,4,0,52,1,IT,41.87194,12.56738
Italy,Figline Valdarno,36,0,1,0,36,0,2,0,19,0,IT,41.87194,12.56738
United States of America,Flagstaff,39,0,1,0,25,0,2,0,39,0,USA,37.0902,-95.7129
Brazil,Praia Grande,154,3,4,0,1,0,21,0,154,3,BR,-14.235004,-51.92528
Russian Federation,Progress,35,0,1,0,35,0,0,0,24,0,RF,61.524,105.3188
India,Pulgaon,154,3,0,0,29,0,0,0,154,3,IN,20.593684,78.96288
Philippines,Pulilan,63,1,1,0,23,0,1,0,63,1,PH,12.879721,121.774017
Netherlands,Putten,35,0,0,0,34,0,1,0,35,0,NL,52.132633,5.291266
Iran (Islamic Republic of),Qeshm,150,3,1,0,75,1,0,0,150,3,IIM,32.4279,53.688
China,Qixia,132,2,3,0,132,2,1,0,96,1,CN,35.86166,104.195397
Viet Nam,Qui Nhon,47,0,1,0,23,0,0,0,47,0,VNM,14.0583,108.2772
Germany,Radebeul,50,0,1,0,27,0,4,0,50,0,DE,51.165691,10.451526
United States of America,Rancho Santa Margarita,68,1,2,0,13,0,18,0,68,1,USA,37.0902,-95.7129
Brazil,Raposos,111,2,3,0,1,0,9,0,111,2,BR,-14.235004,-51.92528
Germany,Raunheim,53,1,1,0,27,0,3,0,53,1,DE,51.165691,10.451526
Italy,Ravanusa,57,1,2,0,28,0,6,0,57,1,IT,41.87194,12.56738
India,Rayagada,145,2,1,0,30,0,1,0,145,2,IN,20.593684,78.96288
Spain,Reinosa,34,0,1,0,34,0,1,0,15,0,ES,40.463667,-3.74922
India,Rewa,190,3,1,0,51,1,0,0,190,3,IN,20.593684,78.96288
South Africa,Richards Bay,61,1,1,0,24,0,1,0,61,1,ZA,-30.559482,22.937506
Portugal,Rio Tinto,28,0,0,0,28,0,2,0,21,0,PT,39.399872,-8.224454
Colombia,Rionegro,71,1,2,0,7,0,6,0,71,1,CO,4.570868,-74.297333
United Republic of Tanzania,Rulenge,57,1,2,0,17,0,0,0,57,1,URM,-6.369028,34.888822
United States of America,Rutland,54,1,2,0,9,0,5,0,54,1,USA,37.0902,-95.7129
Colombia,Salamina,65,1,2,0,6,0,5,0,65,1,CO,4.570868,-74.297333
Latvia,Salaspils,55,1,1,0,31,0,1,0,55,1,LV,56.879635,24.603189
Thailand,Sam Phran,55,1,1,0,24,0,0,0,55,1,TH,15.870032,100.992541
Mexico,San Juan De Las Huertas,76,1,2,0,10,0,8,0,76,1,MX,23.634501,-102.552784
Poland,Sanok,77,1,1,0,39,0,0,0,77,1,PL,51.919438,19.145136
Brazil,Sao Joao Do Piaui,28,0,0,0,14,0,0,0,28,0,BR,-14.235004,-51.92528
Brazil,Sape,46,0,1,0,16,0,3,0,46,0,BR,-14.235004,-51.92528
India,Satwas,156,3,1,0,36,0,0,0,156,3,IN,20.593684,78.96288
Germany,Schwalmstadt,48,0,1,0,25,0,3,0,48,0,DE,51.165691,10.451526
Indonesia,Serang,195,3,4,0,195,3,3,0,161,3,ID,-0.789275,113.921327
Iran (Islamic Republic of),Shahriyar,166,3,2,0,166,3,5,0,150,3,IIM,32.4279,53.688
China,Shangrao,142,2,4,0,142,2,2,0,100,2,CN,35.86166,104.195397
Russian Federation,Ordzhonikidzevskaya,41,0,1,0,37,0,1,0,41,0,RF,61.524,105.3188
Republic of Moldova,Orhei,44,0,1,0,36,0,0,0,44,0,RMM,47.4116,28.3699
Brazil,Ortigueira,33,0,1,0,12,0,1,0,33,0,BR,-14.235004,-51.92528
Norway,Os,29,0,0,0,29,0,0,0,14,0,NO,60.472024,8.468946
Poland,Ostrow Wielkopolski,60,1,1,0,24,0,3,0,60,1,PL,51.919438,19.145136
United States of America,Ottumwa,51,1,1,0,36,0,3,0,51,1,USA,37.0902,-95.7129
Haiti,Ouanaminthe,107,2,3,0,6,0,12,0,107,2,HT,18.971187,-72.285215
Nigeria,Owerri,141,2,8,0,16,0,7,0,141,2,NG,9.081999,8.675277
Indonesia,Paciran,169,3,4,0,142,2,1,0,169,3,ID,-0.789275,113.921327
Colombia,Pailitas,53,1,1,0,6,0,1,0,53,1,CO,4.570868,-74.297333
Italy,Palombara Sabina,44,0,1,0,44,0,3,0,37,0,IT,41.87194,12.56738
Germany,Papenburg,36,0,0,0,36,0,0,0,34,0,DE,51.165691,10.451526
India,Pappinisseri,72,1,0,0,23,0,0,0,72,1,IN,20.593684,78.96288
Poland,Parczew,53,1,1,0,37,0,1,0,53,1,PL,51.919438,19.145136
United States of America,Parkersburg,36,0,2,0,36,0,3,0,28,0,USA,37.0902,-95.7129
Germany,Pasewalk,34,0,0,0,34,0,1,0,32,0,DE,51.165691,10.451526
India,Patharia,184,3,1,0,39,0,0,0,184,3,IN,20.593684,78.96288
India,Patur,140,2,1,0,33,0,0,0,140,2,IN,20.593684,78.96288
Indonesia,Perbaungan,76,1,2,0,41,0,0,0,76,1,ID,-0.789275,113.921327
France,Perigueux,36,0,1,0,36,0,1,0,25,0,FR,46.227638,2.213749
Bulgaria,Petric,59,1,1,0,45,0,0,0,59,1,BG,42.733883,25.48583
Thailand,Phayakkhaphum Phisai,43,0,0,0,28,0,0,0,43,0,TH,15.870032,100.992541
Ukraine,Pidhorodne,39,0,1,0,39,0,2,0,13,0,UA,48.379433,31.16558
India,Pilibhit,165,3,3,0,165,3,1,0,156,3,IN,20.593684,78.96288
United States of America,Pinole,56,1,1,0,13,0,18,0,56,1,USA,37.0902,-95.7129
Spain,Pinos Puente,24,0,1,0,24,0,2,0,16,0,ES,40.463667,-3.74922
Bulgaria,Plovdiv,46,0,1,0,41,0,1,0,46,0,BG,42.733883,25.48583
Philippines,Polomolok,41,0,1,0,17,0,0,0,41,0,PH,12.879721,121.774017
United States of America,Pompano Beach,78,1,2,0,12,0,12,0,78,1,USA,37.0902,-95.7129
Australia,Port Augusta,25,0,0,0,23,0,1,0,25,0,AU,-25.274398,133.775136
Japan,Shizukuishi,28,0,1,0,28,0,1,0,16,0,JP,36.204824,138.252924
Ukraine,Shostka,36,0,1,0,36,0,0,0,13,0,UA,48.379433,31.16558
India,Shupiyan,107,2,1,0,48,0,0,0,107,2,IN,20.593684,78.96288
Kazakhstan,Shymkent,74,1,1,0,46,0,0,0,74,1,KZ,48.019573,66.923684
Germany,Siegen,49,0,1,0,26,0,3,0,49,0,DE,51.165691,10.451526
Honduras,Siguatepeque,71,1,1,0,5,0,3,0,71,1,HN,15.199999,-86.241905
India,Sindi,171,3,1,0,30,0,0,0,171,3,IN,20.593684,78.96288
India,Singanallur,56,1,0,0,23,0,0,0,56,1,IN,20.593684,78.96288
Poland,Slawno,32,0,0,0,32,0,0,0,27,0,PL,51.919438,19.145136
Brazil,Sobradinho,19,0,1,0,12,0,1,0,19,0,BR,-14.235004,-51.92528
Viet Nam,Soc Trang,58,1,1,0,28,0,1,0,58,1,VNM,14.0583,108.2772
Thailand,Nong Khai,49,0,0,0,26,0,0,0,49,0,TH,15.870032,100.992541
United States of America,North Charleston,53,1,1,0,31,0,7,0,53,1,USA,37.0902,-95.7129
Brazil,Nova Olimpia,25,0,1,0,3,0,1,0,25,0,BR,-14.235004,-51.92528
Russian Federation,Novaya Lyalya,51,1,1,0,30,0,0,0,51,1,RF,61.524,105.3188
Russian Federation,Novoshakhtinsk,38,0,1,0,38,0,1,0,12,0,RF,61.524,105.3188
South Africa,Nylstroom,73,1,3,0,18,0,2,0,73,1,ZA,-30.559482,22.937506
Germany,Offenbach,52,1,1,0,27,0,3,0,52,1,DE,51.165691,10.451526
United Kingdom of Great Britain and Northern Ireland,Oldham,30,0,1,0,30,0,3,0,29,0,UKI,55.3781,-3.436
Italy,Soliera,101,2,2,0,27,0,9,0,101,2,IT,41.87194,12.56738
Denmark,Solrod,36,0,1,0,36,0,0,0,26,0,DK,56.26392,9.501785
Italy,Sora,43,0,1,0,42,0,1,0,43,0,IT,41.87194,12.56738
Brazil,Soure,52,1,1,0,16,0,0,0,52,1,BR,-14.235004,-51.92528
United States of America,South Daytona,61,1,1,0,24,0,8,0,61,1,USA,37.0902,-95.7129
United States of America,South Euclid,45,0,1,0,45,0,4,0,34,0,USA,37.0902,-95.7129
Russian Federation,Sovetsk,34,0,1,0,33,0,0,0,34,0,RF,61.524,105.3188
South Africa,Stilfontein,175,3,10,0,17,0,13,0,175,3,ZA,-30.559482,22.937506
China,Suihua,100,2,2,0,72,1,1,0,100,2,CN,35.86166,104.195397
India,Sulurpeta,70,1,1,0,28,0,0,0,70,1,IN,20.593684,78.96288
Angola,Sumbe,58,1,2,0,14,0,1,0,58,1,AO,-11.202692,17.873887
Norway,Jessheim,35,0,0,0,35,0,1,0,24,0,NO,60.472024,8.468946
India,Jetalsar,151,3,0,0,30,0,0,0,151,3,IN,20.593684,78.96288
China,Jiupu,98,1,4,0,31,0,11,0,98,1,CN,35.86166,104.195397
Indonesia,Jogonalan,59,1,1,0,28,0,1,0,59,1,ID,-0.789275,113.921327
United States of America,Joppatowne,57,1,1,0,44,0,4,0,57,1,USA,37.0902,-95.7129
India,Julana,500,5,1,0,41,0,1,0,490,5,IN,20.593684,78.96288
Guatemala,Jutiapa,82,1,3,0,5,0,10,0,82,1,GT,15.783471,-90.230759
Nepal,Kalaiya,229,4,3,0,132,2,0,0,229,4,NP,28.394857,84.124008
India,Kalamb,123,2,1,0,26,0,0,0,123,2,IN,20.593684,78.96288
Ukraine,Kalanchak,41,0,1,0,40,0,0,0,41,0,UA,48.379433,31.16558
India,Kalugumalai,52,1,1,0,29,0,0,0,52,1,IN,20.593684,78.96288
Japan,Kamogawa,44,0,1,0,44,0,1,0,44,0,JP,36.204824,138.252924
India,Imphal,60,1,1,0,41,0,0,0,60,1,IN,20.593684,78.96288
United Republic of Tanzania,Inyonga,36,0,1,0,17,0,0,0,36,0,URM,-6.369028,34.888822
Turkey,Iskenderun,49,0,1,0,40,0,0,0,49,0,TR,38.963745,35.243322
Russian Federation,Istra,47,0,1,0,30,0,3,0,47,0,RF,61.524,105.3188
Colombia,Itagui,120,2,4,0,1,0,8,0,120,2,CO,4.570868,-74.297333
Brazil,Itajuba,54,1,1,0,8,0,4,0,54,1,BR,-14.235004,-51.92528
Brazil,Itaperuna,57,1,2,0,0,0,5,0,57,1,BR,-14.235004,-51.92528
Japan,Itsukaichi,42,0,1,0,34,0,3,0,42,0,JP,36.204824,138.252924
Brazil,Ivoti,55,1,1,0,13,0,4,0,55,1,BR,-14.235004,-51.92528
India,Jalalabad,500,5,1,0,48,0,1,0,500,5,IN,20.593684,78.96288
United Kingdom of Great Britain and Northern Ireland,Jarrow,34,0,0,0,30,0,1,0,34,0,UKI,55.3781,-3.436
India,Jasdan,155,3,0,0,33,0,0,0,155,3,IN,20.593684,78.96288
Ethiopia,Hirna,71,1,1,0,19,0,0,0,71,1,ET,9.145,40.489673
Viet Nam,Ho Chi Minh City,86,1,2,0,35,0,2,0,86,1,VNM,14.0583,108.2772
Ukraine,Horodyshche,51,1,1,0,43,0,0,0,51,1,UA,48.379433,31.16558
China,Huainan,164,3,4,0,164,3,8,0,141,2,CN,35.86166,104.195397
Germany,Hude,33,0,1,0,33,0,2,0,26,0,DE,51.165691,10.451526
France,Hyeres,62,1,1,0,29,0,8,0,62,1,FR,46.227638,2.213749
Ecuador,Ibarra,30,0,1,0,8,0,2,0,30,0,EC,-1.831239,-78.183406
Brazil,Iguaba Grande,61,1,2,0,33,0,3,0,61,1,BR,-14.235004,-51.92528
Russian Federation,Guryevsk,40,0,1,0,40,0,1,0,25,0,RF,61.524,105.3188
Belgium,Haaltert,40,0,1,0,24,0,4,0,40,0,BE,50.503887,4.469936
United States of America,Hamilton,45,0,1,0,31,0,8,0,45,0,USA,37.0902,-95.7129
United States of America,Hays,62,1,1,0,37,0,1,0,62,1,USA,37.0902,-95.7129
United States of America,Hercules,47,0,1,0,25,0,8,0,47,0,USA,37.0902,-95.7129
Pakistan,Sarhari,165,3,1,0,41,0,0,0,165,3,PK,30.375321,69.345116
Netherlands,Schagen,38,0,1,0,38,0,2,0,34,0,NL,52.132633,5.291266
Russian Federation,Sertolovo,34,0,1,0,34,0,1,0,21,0,RF,61.524,105.3188
Ethiopia,Shakiso,35,0,0,0,16,0,0,0,35,0,ET,9.145,40.489673
Japan,Komae,52,1,1,0,52,1,4,0,50,0,JP,36.204824,138.252924
Bosnia and Herzegovina,Konjic,36,0,1,0,36,0,0,0,36,0,BA,43.915886,17.679076
Switzerland,Konstanz,102,2,1,0,31,0,2,0,102,2,CH,46.818188,8.227512
